"('bucket', 0)","('hero_id', 31)","('losses', 183630)","('matches', 390425)","('matches_per_bucket', 390425)","('players', 106258)","('total_assists', 5874878)","('total_boss_damage', 1927750476)","('total_creep_damage', 14462703792)","('total_deaths', 2406491)","('total_denies', 1222707)","('total_kills', 3065710)","('total_last_hits', 58583731)","('total_max_health', 1264431768)","('total_net_worth', 16323212932)","('total_neutral_damage', 5141795048)","('total_player_damage', 13651324144)","('total_player_damage_taken', 12096825007)","('total_shots_hit', 396542768)","('total_shots_missed', 384324954)","('wins', 206795)",,Lash
"('bucket', 0)","('hero_id', 35)","('losses', 104792)","('matches', 209206)","('matches_per_bucket', 209206)","('players', 74222)","('total_assists', 2690556)","('total_boss_damage', 1567980645)","('total_creep_damage', 7871904857)","('total_deaths', 1231735)","('total_denies', 672464)","('total_kills', 1188262)","('total_last_hits', 34202522)","('total_max_health', 631967000)","('total_net_worth', 8482415049)","('total_neutral_damage', 4028096240)","('total_player_damage', 6304923436)","('total_player_damage_taken', 6598913597)","('total_shots_hit', 235583849)","('total_shots_missed', 203710309)","('wins', 104414)",,Viscous
"('bucket', 0)","('hero_id', 50)","('losses', 109958)","('matches', 214096)","('matches_per_bucket', 214096)","('players', 78651)","('total_assists', 2740411)","('total_boss_damage', 1546635432)","('total_creep_damage', 8996939688)","('total_deaths', 1542737)","('total_denies', 632099)","('total_kills', 1485077)","('total_last_hits', 37423363)","('total_max_health', 593651382)","('total_net_worth', 9017231999)","('total_neutral_damage', 4481674254)","('total_player_damage', 8434190800)","('total_player_damage_taken', 5747316010)","('total_shots_hit', 524500074)","('total_shots_missed', 503443917)","('wins', 104138)",,Pocket
"('bucket', 0)","('hero_id', 52)","('losses', 68566)","('matches', 128150)","('matches_per_bucket', 128150)","('players', 56530)","('total_assists', 1517984)","('total_boss_damage', 852436481)","('total_creep_damage', 4769849076)","('total_deaths', 799645)","('total_denies', 443346)","('total_kills', 913470)","('total_last_hits', 21867699)","('total_max_health', 382834699)","('total_net_worth', 5400288142)","('total_neutral_damage', 2667668374)","('total_player_damage', 4198750984)","('total_player_damage_taken', 3704348064)","('total_shots_hit', 152333165)","('total_shots_missed', 102547555)","('wins', 59584)",,Mirage
"('bucket', 0)","('hero_id', 58)","('losses', 79322)","('matches', 152666)","('matches_per_bucket', 152666)","('players', 59423)","('total_assists', 1562151)","('total_boss_damage', 1667996493)","('total_creep_damage', 4598108908)","('total_deaths', 1187612)","('total_denies', 529750)","('total_kills', 1304708)","('total_last_hits', 24373406)","('total_max_health', 427775267)","('total_net_worth', 6231976763)","('total_neutral_damage', 3341479142)","('total_player_damage', 4714196071)","('total_player_damage_taken', 4456375124)","('total_shots_hit', 505637706)","('total_shots_missed', 530153560)","('wins', 73344)",,Vyper
"('bucket', 0)","('hero_id', 60)","('losses', 64863)","('matches', 124041)","('matches_per_bucket', 124041)","('players', 48387)","('total_assists', 1555533)","('total_boss_damage', 810988166)","('total_creep_damage', 4366634501)","('total_deaths', 821882)","('total_denies', 296725)","('total_kills', 658391)","('total_last_hits', 18079140)","('total_max_health', 336134809)","('total_net_worth', 4874729244)","('total_neutral_damage', 1283727098)","('total_player_damage', 3586572677)","('total_player_damage_taken', 3286641884)","('total_shots_hit', 75765299)","('total_shots_missed', 84429499)","('wins', 59178)",,Sinclair
"('bucket', 0)","('hero_id', 63)","('losses', 225731)","('matches', 423825)","('matches_per_bucket', 423825)","('players', 153906)","('total_assists', 4950040)","('total_boss_damage', 2576624413)","('total_creep_damage', 14888880073)","('total_deaths', 2833304)","('total_denies', 1132950)","('total_kills', 3375536)","('total_last_hits', 72480873)","('total_max_health', 997379309)","('total_net_worth', 17390450895)","('total_neutral_damage', 7859561391)","('total_player_damage', 12862513231)","('total_player_damage_taken', 10510299402)","('total_shots_hit', 477015585)","('total_shots_missed', 339614379)","('wins', 198094)",,Mina
"('bucket', 0)","('hero_id', 64)","('losses', 160802)","('matches', 334491)","('matches_per_bucket', 334491)","('players', 117883)","('total_assists', 4150579)","('total_boss_damage', 2077308398)","('total_creep_damage', 10643628390)","('total_deaths', 2717662)","('total_denies', 814345)","('total_kills', 3078070)","('total_last_hits', 48674228)","('total_max_health', 1083006213)","('total_net_worth', 13782930816)","('total_neutral_damage', 5117840417)","('total_player_damage', 11809871756)","('total_player_damage_taken', 11950740816)","('total_shots_hit', 457991709)","('total_shots_missed', 614806876)","('wins', 173689)",,Drifter
"('bucket', 0)","('hero_id', 65)","('losses', 172465)","('matches', 323581)","('matches_per_bucket', 323581)","('players', 153833)","('total_assists', 3690474)","('total_boss_damage', 2916204941)","('total_creep_damage', 11882933376)","('total_deaths', 2492568)","('total_denies', 1177043)","('total_kills', 2377119)","('total_last_hits', 57487566)","('total_max_health', 942364084)","('total_net_worth', 13529792175)","('total_neutral_damage', 7317984715)","('total_player_damage', 11357278923)","('total_player_damage_taken', 9986831584)","('total_shots_hit', 679804228)","('total_shots_missed', 675896157)","('wins', 151116)",,Venator
"('bucket', 0)","('hero_id', 66)","('losses', 121404)","('matches', 274506)","('matches_per_bucket', 274506)","('players', 101571)","('total_assists', 3233035)","('total_boss_damage', 2384161507)","('total_creep_damage', 9932691556)","('total_deaths', 1749821)","('total_denies', 892882)","('total_kills', 2205742)","('total_last_hits', 49708988)","('total_max_health', 892927606)","('total_net_worth', 11890760151)","('total_neutral_damage', 6439511290)","('total_player_damage', 10352083768)","('total_player_damage_taken', 13008769194)","('total_shots_hit', 326718432)","('total_shots_missed', 309125883)","('wins', 153102)",,Victor
"('bucket', 0)","('hero_id', 67)","('losses', 180976)","('matches', 390184)","('matches_per_bucket', 390184)","('players', 127312)","('total_assists', 6411092)","('total_boss_damage', 1590918772)","('total_creep_damage', 15247161900)","('total_deaths', 2199398)","('total_denies', 758468)","('total_kills', 1252737)","('total_last_hits', 57314346)","('total_max_health', 956557121)","('total_net_worth', 15054656948)","('total_neutral_damage', 3262030771)","('total_player_damage', 8351029925)","('total_player_damage_taken', 8290482118)","('total_shots_hit', 196425314)","('total_shots_missed', 177534131)","('wins', 209208)",,Paige
"('bucket', 0)","('hero_id', 69)","('losses', 114935)","('matches', 217413)","('matches_per_bucket', 217413)","('players', 79180)","('total_assists', 2828113)","('total_boss_damage', 932438328)","('total_creep_damage', 8631871468)","('total_deaths', 1326750)","('total_denies', 478308)","('total_kills', 1160455)","('total_last_hits', 33753316)","('total_max_health', 641712597)","('total_net_worth', 8631548806)","('total_neutral_damage', 2464505702)","('total_player_damage', 6134826970)","('total_player_damage_taken', 5937985710)","('total_shots_hit', 81906792)","('total_shots_missed', 60127442)","('wins', 102478)",,The Doorman
"('bucket', 0)","('hero_id', 72)","('losses', 160985)","('matches', 310382)","('matches_per_bucket', 310382)","('players', 119516)","('total_assists', 3848248)","('total_boss_damage', 2174815745)","('total_creep_damage', 9569744771)","('total_deaths', 2519573)","('total_denies', 963509)","('total_kills', 2299778)","('total_last_hits', 47309428)","('total_max_health', 1106215280)","('total_net_worth', 12454843796)","('total_neutral_damage', 6348468810)","('total_player_damage', 9149005701)","('total_player_damage_taken', 12154459994)","('total_shots_hit', 621896950)","('total_shots_missed', 564008948)","('wins', 149397)",,Billy
"('bucket', 0)","('hero_id', 76)","('losses', 230410)","('matches', 492546)","('matches_per_bucket', 492546)","('players', 197998)","('total_assists', 5895547)","('total_boss_damage', 4177453891)","('total_creep_damage', 20491493428)","('total_deaths', 3702542)","('total_denies', 2508910)","('total_kills', 3300090)","('total_last_hits', 91569733)","('total_max_health', 1314410478)","('total_net_worth', 20724938863)","('total_neutral_damage', 8822984439)","('total_player_damage', 17451651858)","('total_player_damage_taken', 14633419397)","('total_shots_hit', 0)","('total_shots_missed', 0)","('wins', 262136)",,Graves
"('bucket', 0)","('hero_id', 77)","('losses', 61151)","('matches', 115189)","('matches_per_bucket', 115189)","('players', 74371)","('total_assists', 1471390)","('total_boss_damage', 624854181)","('total_creep_damage', 4227555935)","('total_deaths', 898642)","('total_denies', 257473)","('total_kills', 1009678)","('total_last_hits', 18600068)","('total_max_health', 365941995)","('total_net_worth', 4847752706)","('total_neutral_damage', 1804660693)","('total_player_damage', 4278395325)","('total_player_damage_taken', 4205160086)","('total_shots_hit', 52539026)","('total_shots_missed', 40807067)","('wins', 54038)",,Apollo
"('bucket', 0)","('hero_id', 79)","('losses', 281953)","('matches', 549111)","('matches_per_bucket', 549111)","('players', 175563)","('total_assists', 8863166)","('total_boss_damage', 2325173206)","('total_creep_damage', 18010553213)","('total_deaths', 3088269)","('total_denies', 1394310)","('total_kills', 2156187)","('total_last_hits', 79207505)","('total_max_health', 1486454181)","('total_net_worth', 22446392790)","('total_neutral_damage', 7210680629)","('total_player_damage', 11683836869)","('total_player_damage_taken', 13783096647)","('total_shots_hit', 339648097)","('total_shots_missed', 318690985)","('wins', 267158)",,Rem
"('bucket', 0)","('hero_id', 80)","('losses', 216618)","('matches', 412649)","('matches_per_bucket', 412649)","('players', 161075)","('total_assists', 5092985)","('total_boss_damage', 2231074291)","('total_creep_damage', 13817775397)","('total_deaths', 3079620)","('total_denies', 1153417)","('total_kills', 3083121)","('total_last_hits', 60936646)","('total_max_health', 1315211234)","('total_net_worth', 16793327789)","('total_neutral_damage', 6075532176)","('total_player_damage', 12609324703)","('total_player_damage_taken', 15672648400)","('total_shots_hit', 1042053401)","('total_shots_missed', 641570797)","('wins', 196031)",,Silver
"('bucket', 0)","('hero_id', 81)","('losses', 104500)","('matches', 204348)","('matches_per_bucket', 204348)","('players', 111104)","('total_assists', 2782086)","('total_boss_damage', 1152683830)","('total_creep_damage', 8381566108)","('total_deaths', 1384044)","('total_denies', 551406)","('total_kills', 1510595)","('total_last_hits', 34316279)","('total_max_health', 569542743)","('total_net_worth', 8646073352)","('total_neutral_damage', 3177482610)","('total_player_damage', 7947905470)","('total_player_damage_taken', 6191001505)","('total_shots_hit', 125831793)","('total_shots_missed', 164067413)","('wins', 99848)",,Celeste
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
,,,,,,,,,,,,,,,,,,,,,,ID Not Found
